Forecast_Day,LSTM_MSE,RF_MSE,LSTM_RMSE,RF_RMSE,LSTM_MAE,RF_MAE,LSTM_R2,RF_R2
Day_1,254.89042950500607,4.162250982781349,15.96528826877254,2.0401595483641346,13.318104689829754,1.3889933875607547,-1.7190156658099918,0.9555996447210928
Day_2,218.94509997449998,6.984681890970287,14.796793570719975,2.6428548751246796,11.949636678051677,1.9118371802012122,-1.256557281517423,0.9280123885760058
Day_3,207.06521589242078,10.004706672060797,14.38976080038931,3.1630217628180803,11.31525753780028,2.2031632343604053,-1.0744570434202232,0.8997690938395342
