Forecast_Day,LSTM_MSE,RF_MSE,LSTM_RMSE,RF_RMSE,LSTM_MAE,RF_MAE,LSTM_R2,RF_R2
Day_1,130.7036663448357,11.117951149018923,11.432570417226202,3.334359181164939,9.496617494673677,2.36547134584267,0.3697774745778235,0.9463918385260205
Day_2,147.01732469234423,20.057150784005618,12.125070090203364,4.47852104873982,9.68113385285628,3.203097184019704,0.3296650474856808,0.9085481303206636
Day_3,159.31222369424364,27.68538284049852,12.621894615874577,5.261690112549248,10.20940548715071,3.4850550727613974,0.29483072684990896,0.8774552206867365
